Date,Viewcount,Likes,Post Link,Comments,Description
10 February 2020,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Pqrz5f%3Ffbclid%3DIwAR37KEixDrLrShYgosYMCuISjAW3DQA9-oibcuPMT4Qx8Un5tudcLkQsJ5c&h=AT3kc1jBx4pYL6xbULqRqug8ylcnYHGVkRXJUov8BGRLb5KrsPaoq55LUaLaKmiZ4vo5wCHZLMkp7WYM9PgTPnUFEUjnhGPM-NJUyIRQwGenpWQAjYsxgR1ELZ3biJFwPog&__tn__=H-R&c[0]=AT1y4zWSMVBEvsM-s0vgIbFmS1QtxuIut3pcBcD_Tnw4Nnh0NI_Y4_TMh_MEPL2YEe6ur3aiGQs7MCCs-5LgUgp06J1fL-jxh5dTasryl1Qysx3HfCYvaI8zY2VsxU4rGscN1LJ4vN29gxHW7X8ciEHJlLwgVV8BmCGMOQ3VoOEBXTU,0,The Urban Ecosystems team (Digital to Physical Track) has been investigating new ways to increase public awareness about the significance of pollinators and biodiversity in Amsterdam. Read more about one of our projects!
7 February 2020,,3,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2ScpwVT%3Ffbclid%3DIwAR3xzbct5rb4_iW2bGoLcrylTePjfuaGpLyBmEgYpA31AXr9EvFSTPZQKHs&h=AT2W6fCwv76Q-gP_hCuME2VzjAXypNWGc3OH6a6XjiHlFRyuwyzrvFgvDTp15_Yw5ZYNH7mVdI5KCo8ZbHKiusPGZSinH8NeksGpo4XwlnxHKVxbJW7qwYNTrw5mcLjrYuI&__tn__=H-R&c[0]=AT26QvgBZsuizpBJzqXW8kIgJzCSglWCUWZSR8NJ9chtsuBcpXMa3UZdacFA-4a3O7abueJPRfWiK12hKD5irsJIKSyKZ1pi_8sWyQM0L_A6MzrLGm4mD8ina8JEh5e1KTIILwUlLT8VHYkASMTvJmmaT729gzGSJcn3JJdCyAFjqvs,0,"Turn down the heating, put on an extra warm sweater and save energy. Join the warm sweaters day!"
6 February 2020,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3bhalSe%3Ffbclid%3DIwAR3xzbct5rb4_iW2bGoLcrylTePjfuaGpLyBmEgYpA31AXr9EvFSTPZQKHs&h=AT2rDDcaIIrKhZGynoclC1nllhjFFVLxn8DPmJVWBGeOE8A810G0JXb_VjvoAIwSDycpg6HmYTWHpf8DIlU3nqz-O46UXd_lfcs20z4RDSyaosStPEFIH2d8Rnrkut2izy4&__tn__=H-R&c[0]=AT1mRqluOxaQXJDgh3asNLcSnhwS7W8ZMwxQ0SpDZhO6yt08EMXc6t7qVcP3k_Gywj_WAUdt9GtRiVmG9c92_omWRt5o6aT6zIuF92sJ3cANutjukjhZwmaKfpugvpuWgpu0wZnV1dT5GWnnaKOIKTpgRYXlG5lqFJgLfC_CD72Yr2w,0,"There are lots of reasons why becoming more sustainable will help your business – environmental 🌍 , social 🤝 and financial 💶. Before you start implementing sustainability practices, it can help to understand what it’s all about."
5 February 2020,,2,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1275174812680113/,0,Digital Society School will open your digital world. You’ll be part of a vibrant interdisciplinary group during a semester and have unique access to a network of experts in the field. Are you curious about the 20 weeks program and what kind of projects you can work in? Read more about one of our projects
4 February 2020,,8,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1274467322750862/?__cft__[0]=AZXAQzgNi9LAjvAHr6XtuESgdrQNFgfnVIu6Zo5GJyIlyBqD6HoZy1KFecLq58KBtTvxxubFNlEdByzr_fWUg_XFmDFhjCkReexsfhfI77aQ6Kc1IKXBbXmcqxEkxWbC1x9H57wMJUmc4zAP5S-hLeYW5tiIT3MerThakYRLKK-Njw&__tn__=EH-R,0,It's red and it's now available for preorders. The Design Method Toolkit! Order now and receive it first in Q1 of this year. https://digitalsocietyschool.shop/.../design-method-toolkit
3 February 2020,,7,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F314a3sS%3Ffbclid%3DIwAR1Y6oO6IZu9P5Xb4HGHWeIdRKfulSb9_m-ei7SqaM4x6R2MeDJzxTzK8EI&h=AT1UzvaBVAWUe3f6Bc2eAWFNNfuF3T0DBbN630S_ICbFonJXq0OwID9Mn1imF-x68R9Z0ODkK4JL3hkOnPUhJTjzXt7pDroDLZ3_Clo8pmbw6yp133sEvYfId0r4B_ItYho&__tn__=H-R&c[0]=AT1p9MVSilLw2L810OdkoXGcyWj2gaaPGaHTH20KHsCjjkvk5dGf8_1Z5EYSq2lp-eluDKMz5TJCphXzswpyDLpAeXwY1Hw3an2jM3GHLkgAbQ8BM610cbS7LMMXbk-xDiNcal3Yv4wrpRNlUCI2Rn5aHZ200HMd2YUzu6PN3LpjXvs,0,Are you curious about the Digital Society School's 20-weeks program and the different questions and topics you can work within? Here is a project that will give you insight! 
31 January 2020,,0,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3aQ1RRC%3Ffbclid%3DIwAR0DmDAlNandvYDFk0Db9z9Jlrg6vQy5pyB_P5fPm7BPwHLnPAlGH015S60&h=AT0QFVFka2fkgSM4-DqIPwrXVCK9dg-1tFhCA9zs0jisbBrs2K1y-LyCQw-QWhzL1gYiv_4kqsEvBklScp7TdXd-r76XdFvqyAF1DTgZg5PcQpmVPg5sQVzec43CGD0lzTA&__tn__=H-R&c[0]=AT0BZ_hwr6dwG3v_IXLDtv7lMGAXz2QRS6Md8rjAJwGZHUH3SCJFLNK7i91GkSPkRij4L9qVPvgntbX3uNc99PqzPR8HeGJYSP1qXt0ySV70nwV3NCzxLb2m7AftpK2neGenV_HmoGfvRlFV014tGPCj5ylstvUFZSKKla3z0CBNWlk,0,Were you there on the 22nd of January? We are proud to say that the the Digital Society School Showcase 2020 was a great success! Read the recap to see what you missed out on! 
31 January 2020,,7,https://www.facebook.com/digitalsocietyschool/videos/119582769375371,0,"Wow! Did you also like to showcase so much? Here's the first aftermovie. So proud of the results and happy with the good vibes. We don't talk about transformation, but show you what it is! "
31 January 2020,,3,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1271437469720514/,0,Coffee to go with our own glasses
30 January 2020,,10,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Finsight%2Fdigital-society-school-in-the-top-25-blue-tulip-awards%2F%3Ffbclid%3DIwAR0nwKJpt_KACWVOyCN4X6oocvGgX_vCpCsC9U0aU-gSS10bxSISbUhiUXk&h=AT1P_kM6NbtHGfmJ4Qz6yQgeeum1ujt3HAUOAPBD5AP3s_oE2MGWnY9BpAq3eIKPSrvVrTlrsa6Rf57ioT8MBZjFYY19vbTjfTBTVhYGSU1QC2pw_QKEGqhvYFcLR5pkAhM&__tn__=H-R&c[0]=AT0iZ1DosB5mFyopCb4SMUFVsQA2xg13dwOqLw3lcQXmV72AqpYXphNBa2upUVsmwO1g2GOHQ7eoRq-lyyS0K0uFLBcZwvX6UTq4qnLQQrihp2axF2uaxjlDP15g3GWEXmWnixwTl8ZkOmhXwSYxov6NDsKhczW25kb8IYNK9fMKagE,0,Whoop! Whoop!  Digital Society School made it to the finals of the Blue Tulip awards in the category Education. Digital Society School is one of the top 25 innovations of education in the Netherlands. We are thankful!
28 January 2020,,10,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1269243826606545/?__cft__[0]=AZWm0VK9cH-npDPAwYnjxPGVgYQeOfSOsb5o9ig6AO54L-_h7ETd-p4vdz3y2KoCCwLB-xOfCSwIx6JwsPu0M9ZTixUzDjfLtYWHScUgwgfatAIn65twHtY9Z_30dq2BitRJG-ELnm7t0rFDBd4n6wUww6PDKbg99B_mXiKe0K1S4g&__tn__=EH-R,0,"The laptop of our colleague Anneke is well received! 😁 Thanks for the nice picture, @uxcampamsterdam 👌@webcomic_name"
27 January 2020,,10,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2vsgASH%3Ffbclid%3DIwAR1SfvnFBzGrJ70zHRNC8q-khCi4vqKFiCcwUtnkPIaDOzKTm5EWk0jbhJ0&h=AT2YAyAIceXHDG73H6bYSoILD9aZNg6Wh29WpYbDShoh8Pl77RY4IcVsfH7wrF5cNnLD7lPBYYt5JO9WwbdwXaMskxin66vfWd25Hz2uffgmC5tPoR6Tck1GVhquiEhLN0w&__tn__=H-R&c[0]=AT0JbNr_hE5_mkASAqv3RzZ87UP3Qoc7-olPALntLxsCTgZEHEDioi-4XNccl7MXMeehjEtBnNCyQgRyRTYJtjjorILbwHnoBTDkZ1nUq0ewcbQsIFPGXKW7q-_ggB4Efqz_6cNkmtZGmSCfyZvP7lBBPB6vOcamrC_QvEgPsJivSvo,0,"Heads up everyone! Our Marco van Hout is going to give a master class! (Re) designing society's digital transformation ' 🙌.  As digital transformation is disrupting society more profoundly, concerns are growing about its affects on matters such as jobs, inequality, health/ wellbeing, economic prosperity and security/ safety. This masterclass will show you what the ingredients are that make up ‘Digital Transformation Design (DTD)’ and introduce you to a comprehensive frame and set of tools and methods that can help you set DTD in motion in your own work or that of your organisation. Register and be there!"
27 January 2020,,1,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1268375000026761/?__cft__[0]=AZXngdpnnexUM4Tp1WmdJXw36VJOsBn1CGttOuipS_yDhm_yEKZnIjU9ivmbR5ZU8XyqNsxpEH0mR3dFB1W2xQaZvTB1QEsU1_0bEqRAH-nAMb4pwBhr1bHN5RxL_UmtdUVsEmmM47_xeofb4bIuOdwQ0B2cjHE4xIhWgRtcMBqDTA&__tn__=EH-R,0,"The way in which we’ve traditionally thought about and designed our interactions with products has only further alienated us from those products’ technological, political and social implications. Read more about content moderation"
24 January 2020,,1,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1268375000026761/?__cft__[0]=AZXngdpnnexUM4Tp1WmdJXw36VJOsBn1CGttOuipS_yDhm_yEKZnIjU9ivmbR5ZU8XyqNsxpEH0mR3dFB1W2xQaZvTB1QEsU1_0bEqRAH-nAMb4pwBhr1bHN5RxL_UmtdUVsEmmM47_xeofb4bIuOdwQ0B2cjHE4xIhWgRtcMBqDTA&__tn__=EH-R,0,"For those who’ve been looking for a 12 step program to get rid of bad data habits, here’s a handy applied machine learning and artificial intelligence project roadmap"
23 January 2020,,11,https://www.facebook.com/digitalsocietyschool/photos/pcb.1265403016990626/1265401293657465/?__cft__[0]=AZWcYnpVy5vvhwwh1RtfnPMhSXmya2Q1_ocdmBqWJSlAdMMbsHba3qyU3tGCj-ZNEg2jbTfgcFUoBnmu-5X3jntxEfuiR-9DwPlKzvuedvtqYtJGjcXDrd8gCsf2GC5gHJE5BJfrCd-XdoNR92d5SkvL&__tn__=*bH-R,0,"Oh what a night! Looking back on a great Showcase, with amazing visitors, partners, projects and trainees. It was so hard to make a small selection of all the amazing pictures (thanks Bibi Veth, Visual Storyteller!). More pictures and the aftermovie are expected next week "
23 January 2020,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3aEnKTN%3Ffbclid%3DIwAR3gfPX14tFOJ3VvfZqeuSJzgcuz0R1buz5A73MnU92K9Q4yXHuoUhjEZ1E&h=AT2r7UP1ZybekeKuYU2kwLtJ2VYfiA18t2DTKNOnIthbeukDBlpD8svNLIQ6iOKRAHNzrdezVjYsqPC_EuOtazeMpP8S9Oj8prj0E0OcygzNGuLHm4DVrNWy0bFOVcTnCYc&__tn__=H-R&c[0]=AT0XWRPsb4v0HjXUnTELca5VYfCF3-5n3Z_a6uUEXDtA1-RmGLQc8vqDydL8wRajLizY912xdBZp9-jXxOGejLp1700AW3P5Wi7jJomBTYpy5XODelWls-AhahRVHHxkRboKgc_VUD8UHbPuZUSHtXQ5ZxVnHv_I6gMRl39NZduUllo,0,"What are the downfalls in using the services of those technological matchmakers, influencers, and air-dealers? In this reading session we will explore the good 😇, the bad 😈and the ugly 👽 of Glamour Labor and the Platform Economy. Register here and we see you "
23 January 2020,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2Qqinzw%3Ffbclid%3DIwAR1MTJ38uFN6wrN1HFs1jsFWOwaCwADw4HrZ6EaiPnIPCTLD6jrE8jV6vH4&h=AT1Cc153EwBbF7-Pv7-q7nuHWcfjRnrWkq7KQYVR_ma_8rtNys-94C_RBHrImKao25XiIyuTlU_RfMqKlKyRsEhfb72bqFC6gdMcswY84ARThpyUThEqoQESmFpLLmigsro&__tn__=H-R&c[0]=AT3f5U2S65WPLwVbRtw93uzmA312xPuSZ04fXiKTiuzIXORuwfVxQ-2GgtWU0CXml9zUe3hV1SEOVrYYg38grUl9S5Pcysr7yTINef4nu5KXhzBpaz0PXiRojbj81bTSUF4xacRJv_KUGVsm2PmFwki4AfyBrZlUdDABqTuJU0gSfmc,0,"What are the most important business, design and technology trends for 2020? Read more about the 7 key trends that will be shaping business, design and technology!"
23 January 2020,,0,https://www.facebook.com/digitalsocietyschool/photos/a.795027410694858/1205071203023808/?__cft__[0]=AZXrtFU4kSKtBnrOJTIkx7v4zl1iNl72JLZATksWIAN9rKafLsnuJI3Ja9iYqgGWKILrDTRxjlGAcs3zWfnnkMFikL7MeyyHePIfl-O7JvC-F-A8Ots1iqpHZ275rfbtBMSkwYADoVMi_vBDweYf_IpFGuRyym55p3e37irMFI40gQ&__tn__=EH-R,0,
22 January 2020,,11,https://www.facebook.com/digitalsocietyschool/photos/a.804885903042342/1264690623728532/?__cft__[0]=AZWo2f5Q1zF2Haqowohy9yqcXwM_Kr0S_1R64b1sZ1T4vX5T9vnRLGmtsMsO4Z36A8rMrnBgKh4SLYpokvLGWAOlswt3jHkteWizlCVCjIf838pF6sS7Nayydt0LD7VP-JzlWMV8MRi1ROQ9scxaQIjvfY-d0bM12CBgX2ndw5AZlA&__tn__=EH-R,0,Full house! Let’s start the showcase and have fun
22 January 2020,,5,https://l.facebook.com/l.php?u=https%3A%2F%2Fdigitalsocietyschool.org%2Fevent%2Fis-it-really-sustainable%2F%3Ffbclid%3DIwAR1XzDbQw1AEr8RSbmJyR00iZdLk9peKo7sTeOAZawfV6gD5vV5nb8oX6Is&h=AT3YqfeGbPmts4u_qrL4pOgCwyFiGYFHWI7e8LlzDUrAdLppNsRrJg0hDpy3mk1jV9bkeyJ5dqb2bvHnVpOVEbxT5x3fUpU2dJinYO9BeNGr1n7c0YTYRdNP3jySyuM-_xQ&__tn__=H%2CW0H-R&c[0]=AT2cReZbr9PNNzAbDFoHAKK7Y5BbtJ9IzfHeFt-uFOKMmRgWkheChVM3IfgDEGjEr_fhpq24ZB0y0tJOU81B5WyCmhOdTnnmyQiD3qLQzLuuYmzS6cciPvzb3Q26Oe6u8uRgaFKaMNtgrmG9m7Yn5LTI7e57mpI-keGu27cb6hgdW0E79QbO1Oo,0,"IS IT REALLY SUSTAINABLE? 🌍 Let's dive deeper into greenwashing, sustainability shaming and our behaviour. Join us on Monday 6 Apr 2020 (09:30 - 17:30)"
22 January 2020,,2,https://www.facebook.com/digitalsocietyschool/videos/515795529057747,0,Showcase update 🚩How can we design solutions for the urban environment that activate citizens to help create green urban spaces where pollinators can thrive? Discover the project outcomes today at our showcase. 😎 https://buff.ly/2ZXlO3S
21 January 2020,,2,https://www.facebook.com/digitalsocietyschool/videos/2705474982873909,0,"Showcase update 🚩With the addition of digital technology, printed media can offer new experiences and fully adjust to the reader. How can we enhance physical printing with sustainable technology? Discover the project outcomes at our Showcase on 22 January. https://buff.ly/37SY9Vh"
20 January 2020,,2,https://www.facebook.com/digitalsocietyschool/videos/546504696075408,0,Showcase update 🚩How can we provide safer abuse-free cyberspaces for journalists with the help of conversational agents? Discover the project outcomes at our Showcase on 22 January. https://digitalsocietyschool.org/.../anti-harassement.../
16 January 2020,,5,https://l.facebook.com/l.php?u=http%3A%2F%2Fplasticfulfoods.com%2F%3Ffbclid%3DIwAR0_HCsnokClSPUofdWH0u1KOUH-bFyfzVfXzhO3aSqhTn0LB7GgBPG6-lU&h=AT2EPI5XO9bBxrdbD5hkKxEf909juEL_XM3O8RrYhrvXhQT-oOV5AmsyJZRRKw51kMFRFz3z10F8XEWFXmJdNQ9cQP0oVULH2dfqnsCVVT2LAwq8n4OwwjbKbN3FrlUl6Ok&__tn__=H-R&c[0]=AT18pQOLWo-X_FLdpgdOR_YTLa8-8MQSIkGiwBBJ5SeRP74MFxJ9hO6zcNFIVLTc59UjIK560mvcL59LhJOc-yiEDLvA-3Hx5PhYJrAsHqTfSS0gw1YkRZDbm2nf_xK9CzqaD9RdSqUEybF43sG-gK49c9-aMaPKaGlZiiH39BGO9dk,0,"Plasticful Food is an exciting new product range with a twist! No more plain, colourless food. Instead, enjoy vibrant foods, with new flavors. Plus, with each Plasticful Product that you consume, you are helping clean up the planet! Plasticful Foods is an innovative project tackling the plastic pollution problem. We invite you to imagine a near future, where eating plastic has been normalized as a viable waste management practice. Is this a future you would like? Or would you act to avoid this future?"
15 January 2020,,1,https://www.facebook.com/digitalsocietyschool/videos/841507006286071,0,Showcase update 🚩How might we learn about our potential audiences by using ‘social listening’ to create an adaptive and future-proof venue? Discover the project outcomes at our Showcase on 22 January. https://digitalsocietyschool.org/.../social-listening.../
14 January 2020,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F3a9ifwo%3Ffbclid%3DIwAR0_ezCKhFJ-LzLCHGFJqD1j1O6H94Uz3egT8PzfeuSaqgo8ZgpcVfwMrsg&h=AT1CjhrLr-R7iFez-HH1Amn2d1emlUoL1QONbtL94yO2yzusKzQUvGNtCTFIFUgDQjEWnT6AfN0UZBDrMv8LDInGoyPluHTzABTO8rKcGlYY7wx_MAPr8JAsGXurEX0VjXo&__tn__=H-R&c[0]=AT1HbddW_QUXIzkr3xHKzXHeHPgnbmNDfiGO8hbUDOqc_b83Rd74RPWoC5Y1ZCpfttasEyxaRsqQ-llECHpU4d-n7ERbU7uev-4VW7uuuOLPq3mcw2w-OkNN_dohrzfRAImoqn09HsvOvkwoZ2k1twi5HzmB5_A4vDhsAg3PPIJfKSQ,0,"Work, study, and urban run with colleagues or friends in one: put that in your agenda on Thursday, February 6th, 2020! The KNOW- LEDGE TRAIL between 6.30 pm and 10.30 pm, Run 3x1 mile (5.1 km) or walk 1 mile."
13 January 2020,,0,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2SYqLIc%3Ffbclid%3DIwAR1ko6HAxx_PQ2-nOaa_CVhmhVeV25or9jOAQvrqDfBfUDyTOGH73P8oPNQ&h=AT0bSEmmvMHjkRp0r3qrXpyNleT9REMc26gBSmycQgRT3qbJjjlirb_DhDYRbhY3LSX2Ql1Gd7s9RvpFkzBy59EWvqgDX5X71de_Wd2l6ahBzIEFfyG8U5PtYW5Zr3rm50s&__tn__=H-R&c[0]=AT3lL6rFnMZ1ucr0l6nhDwzTt18walJgu1Btyv27KvN76h0zb9_hJ94b9x0rRQzGFTkYx956GZoNQypw-f1s2Vlz8hw0SVrygLfNptgcMOWRLo9xih4aL_Vk9Y6h-M9wGraX7gt0rvENapqKST5fJDWYILmZ8rSByaoL6JiOUWJskWA,0,Are you curious what will happen when you treat a selflearning bot with unconditional love?
10 January 2020,,3,https://www.facebook.com/digitalsocietyschool/videos/850192788746613,0,Showcase update 🚩What are digital transformation opportunities in forensic mental health care practice? Discover the prototype on our Showcase on 22 January. https://digitalsocietyschool.org/.../justice-in-the.../
9 January 2020,,1,https://digitalsocietyschool.org/insight/multi-sense-body-mapping-and-more-on-thingscon-conference/?fbclid=IwAR2rv5JGT79eppTCaIZuwAfnf-idRUtiuOZ3z3RtvpPxbn-qI7ogOG2lQk8,0,Do you wonder how a sustainable internet of things looks like? Check this report on our collaboration with ThingsCon NL conference.
1 January 2020,,1,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F35jUYUX%3Ffbclid%3DIwAR0_ezCKhFJ-LzLCHGFJqD1j1O6H94Uz3egT8PzfeuSaqgo8ZgpcVfwMrsg&h=AT0dDInltaOSMkj3lKioyqzCG65vWByW4Pj11TVKss5xb7qSeFNVK5_jpLThX6R8n2q8s9haAh6moLi75K08pv5X8wpGziX69_x9rzQk1SzlYbGmGb88vAr4fItvlqKAlI0&__tn__=%2CmH-R&c[0]=AT2IvlyJgdbm6URci2WD9tnHzTZMorg9nGqMfFlVE24h6No9gMHavHEs30mxcNVymnQtq0bwsFeFidhxlBY4yDIONz_1f3cgUyzAWZkgSbKW84Iu9D2uvM83r59maHG_T2HMmtFGozzR5q05KXI0rnhFGsDov5FFRTc6brKDXRX0NdQ,0,Happy New Year! What is your goal for 2020? Do we see you in one of our courses this year?
25 December 2019,,3,https://www.facebook.com/digitalsocietyschool/videos/454548782113908,0,"It's beginning to look a lot like Christmas! 🎄 We wish you happy holidays. Thank you for following us. See you next year? On to a sustainable, inclusive and happy digital future!"
18 December 2019,,5,https://digitalsocietyschool.org/event/dss-showcase/?fbclid=IwAR128MP3RhWtX_3cPeA1CJUjeGEfsSoqsf28u_4aYLzlz1rNIBks715PqxY,0,You are invited to our Digital Society Showcase. Join us on 22 January and look back with us on the projects and prototypes of last year. Drinks included! Registration and more info 
16 December 2019,,4,https://digitalsocietyschool.org/event/r-2/?fbclid=IwAR0o0dvsdycAFiM1VAIBzfCdAkn-cDzx8PGeDW4HiwkRg451iZtIO9eNjJQ,0,R is perfect to make quick prototyping. If you’re done with making visuals with Excel and want to get your visualisations one step further read more about this course!. Thursday 5 Mar 2020 - 09:00 - Friday 6 Mar 2020 - 17:00
11 December 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fspeculativeedu.eu%2Finterview-theo-ploeg%2F%3Ffbclid%3DIwAR1v2-CdYnpIXyyUX12ARzHSHGSn4dI3N1FK_fpIHGXGkStAaMbjvcL9uFM&h=AT29rRx6HpAsh3YUi0TWXQjFnGhe7kSjnr97NG7Atv-EeWI8r74XUCIbuAYnGT9r0dpFqw0XU1Kt_nlG0kiD8QGCXGsG5x7fdAxr2CwPRQL_bKQYNozQAaq7ULSYaIEnElo&__tn__=H-y-R&c[0]=AT2aNHfI5G7j0Q1fLjJ1bz-FUFnmwmoVslmUE8Ql7AX6F7kx4_k2XsnPP2KZyqFGllGVU_UnUkQbLVNgU15A-YssiJz8A0AjzZnUcgvpcrC_-VQKND-w0dMPXvo56QDXnGN5EIhc48cI66vWYLfTnFnx3Ypsfz7le_UC5kvNQbYbI696ZIkldrqOV_hlsyA9pJwbruU,0,"SpeculativeEdu #interview with Theo Poleg, design and media sociologist, ambassador of Speculative Design @ Digital Society School.""For me as a design sociologist, the primary purpose is to give designers and social scientists tools to reframe reality, to question our current system and come up with different alternatives that are both possible and preferable.""Read now the full i"
11 December 2019,,4,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F2M7cyVQ%3Ffbclid%3DIwAR0nwKJpt_KACWVOyCN4X6oocvGgX_vCpCsC9U0aU-gSS10bxSISbUhiUXk&h=AT10T4Yg2tpBF7DInGwVWTxPEbtX6m86gwugTxvkOAs8yihpkZHabABiBtcPUHxPwYE233t4DzfKLjwv_nW4SBJrMxdLZIQH280UZLBTAc6Hb5x_SZfDWzUd6ADHpRRLAd8&__tn__=H-R&c[0]=AT1IoaSmV87mg4kAEf7TOJKuzJxafVa5ZOJk9LXVivMd6qUolX_na2JkAcUg4tSm9MRXe19aLWPRTyv_yH2w7OEGvVXOFvAHbcGQ3_hszrijc8TJb6l5gAyPk_bQxB9kOnrKj09DrrF2TLDDlEnGlyaR60Whz1WVhC-83_gMFkpGwJs,0,In this digital camp we will explore the use of images for visual analysis. Open your digital boundaries with Digital Society School and be there at wednesday 25 Mar 2020 - 09:00 Friday 27 Mar 2020 - 17:00
9 December 2019,,5,https://www.facebook.com/795027067361559/videos/1460439150820344,0,"Technology impacts our world. But does it contribute to a sustainable, responsible and inclusive society? At Digital Society School we believe we need a variety of people from different backgrounds and disciplines, understanding the risks and possibilities of digital transformation to lead the transformation of society to a sustainable future. Only together we can do this!"
9 December 2019,,3,https://digitalsocietyschool.org/?post_type=event&p=4160,0,"We will view technology and technology interaction from a multi-sensory perspective. We will discuss theory, and outline technologies that show exciting possibilities of rich multi-sensory interactions that do not necessarily rely on graphical user interfaces. Learn to shape the future with Digital Society School. See you there at wednesday 15 Jan 2020 10:00 - 17:00 https://digitalsocietyschool.org/.../designing-a-multi.../"
4 December 2019,,4,https://www.marineterrein.nl/agenda/check-in-for-women-at-codam/?fbclid=IwAR26exP9L1uEq1HCI70hRa1L-e7nyptW-kib6aFj5IGjLMDN45LtfZjTicA,0,"Vrouwen zijn enorm ondervertegenwoordigd in de tech-sector, en Codam is op een missie om dat te veranderen. Daarom organiseert de codeerschool volgende week een open dag speciaal voor vrouwen. Meer info:https://www.marineterrein.nl/.../check-in-for-women-at...//"
4 December 2019,,5,https://digitalsocietyschool.org/event/intimate-interactions-thingscon-2019/?fbclid=IwAR0noIZD8xoPXF8A0pzbgMMlnU_7YPHNFjvRgdX1tLUV6ACUJ0v9Kp5lKpM,0,Gijs Huisman will host a session on new intimate interactions between humans and machines on friday. On both days we will present insights from our Track Digital to Physical projects. Visit us at Thingscon Rotterdam!
2 December 2019,,5,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F352uUO8%3Ffbclid%3DIwAR2DWs_xZrth7jYsBnF2COK1wLPEF5oIOP3YQXqCG3drlEvSDxi4meSwdYw&h=AT374W7xU0yui4jJaZvO2G6AREn5DF7x04l-FKzpcEvLgKoHuJAeyGLl7oMLfPuJDJ5xWCY06JWjC702KnNPynQSogHarZfJPNHpxL2LWQyejoyNzi39GIJkn5HPZdzS0kA&__tn__=H-R&c[0]=AT3htQfsmkM07VexSLV8Dj4SfdCtYXPA8y6bUEkI3II5ykBrcl15sYqV89vMXZwuN5ZNTd8m28tTqDm6dfoxfaFncfWM8F99OEvuhgjMQ2pWj5itByCthrLPePuKSfUMelGZpsO80OkgQ6YDI3YnEus2Q9F_dktzWhWQ4dbQiFHxwkk,0,"Learn how to become a ‘critical maker’ by exploring early understanding of societal challenges by actively reflecting towards empathy with the problem at hand. The main focus of critical making is to develop a critical perspective on the current institutions, practices and norms of society, reconnecting materiality and morality. Tuesday 7 Jan 2020 - 09:00 and Wednesday 8 Jan 2020 - 17:00."
27 November 2019,,2,https://l.facebook.com/l.php?u=https%3A%2F%2Fbuff.ly%2F32LC5c9%3Ffbclid%3DIwAR26exP9L1uEq1HCI70hRa1L-e7nyptW-kib6aFj5IGjLMDN45LtfZjTicA&h=AT04ClPI5LsmEzKGav_D7fgrlTWQa9dvZeghLcex-OPlHsV6t0W_PHKyOLZSUFcI73RFEFQuu1Yfdb09_7SA3vi_MAQFpOGS0papxmbscMMK2YQcF2GeM84ArH08_fJZxp0&__tn__=H-R&c[0]=AT3ewAY85ArD7k9HcHCOtkLQotBgbQpK6BRNYCLJNw3-ne9RMDxkkFdFIfM77pF0oHvwF17I07tg23Z5b18AADc_4GpyFeW_l8VXcDWmNJ-J8iaRCnato5myNx6MTTpei6bWYoOz8uMeqQAlvUFNega9z7woA8K4y5LJA-yZFTaO0rw,0,"Map the future of your business in a meaningful way! The future is uncertain. Recent environmental, societal and technological developments give us a hard time understanding the changes our world goes through. For Businesses, it can be challenging to keep up. A focus on products, services and customers isn’t enough anymore: it also means understanding the world and our relationship with it, and within it, in a different way.  Friday 6 Dec 2019 09:30 - 17:00"
21 November 2019,,12,https://www.facebook.com/digitalsocietyschool/videos/2783672215027059,1,Our wizard Felipe is playing around with Cinema 4D. We think it's awesome. What do you think of it? 
21 November 2019,158,1,https://www.facebook.com/digitalsocietyschool/videos/561154824720405,0,
